system,year,quarter,region,SEX,age_group,OCCUPATION,labor_force_sta,value,unit,source
ในระบบ,2557,ไตรมาสที่ 2,ภาคใต้,รวม,25-29 ปี,ลูกจ้างเอกชน,ไม่หางานทำ/พร้อมที่จะทำงาน,9.64,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ภาคใต้,รวม,25-29 ปี,การรวมกลุ่ม,รวม,14.58,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ภาคใต้,รวม,25-29 ปี,รวม,หางานทำ,3.81,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ภาคใต้,ชาย,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,10.77,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,9.8,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,2.39,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,7.41,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 1,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างเอกชน,รวม,10.78,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 1,ภาคใต้,ชาย,25-29 ปี,การรวมกลุ่ม,หางานทำ,1.77,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 1,ภาคใต้,หญิง,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,9.02,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,15.36,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,3.88,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,11.48,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 3,ภาคใต้,หญิง,25-29 ปี,ลูกจ้างเอกชน,รวม,12.58,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 3,ภาคใต้,หญิง,25-29 ปี,การรวมกลุ่ม,หางานทำ,4.91,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 3,ภาคใต้,ชาย,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,7.66,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,9.61,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,2.35,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,7.26,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างเอกชน,รวม,6.05,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ภาคใต้,ชาย,25-29 ปี,การรวมกลุ่ม,หางานทำ,1.39,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ภาคใต้,หญิง,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,4.66,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,15.56,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,1.52,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,14.04,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ภาคใต้,หญิง,25-29 ปี,ลูกจ้างเอกชน,รวม,13.26,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ภาคใต้,หญิง,25-29 ปี,การรวมกลุ่ม,หางานทำ,1.42,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ภาคใต้,ชาย,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,11.84,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,18.83,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,2.44,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,16.39,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างเอกชน,รวม,15.85,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ภาคใต้,ชาย,25-29 ปี,การรวมกลุ่ม,หางานทำ,4.93,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ภาคใต้,หญิง,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,10.91,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,17.83,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,2.77,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,15.06,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ภาคใต้,หญิง,25-29 ปี,ลูกจ้างเอกชน,รวม,18.37,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ภาคใต้,หญิง,25-29 ปี,การรวมกลุ่ม,หางานทำ,1.83,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ภาคใต้,ชาย,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,16.54,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,23.02,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,3.54,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,19.48,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างเอกชน,รวม,22.25,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ภาคใต้,ชาย,25-29 ปี,การรวมกลุ่ม,หางานทำ,6.46,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ภาคใต้,หญิง,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,15.78,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,16.66,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,4.02,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,12.64,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ภาคใต้,หญิง,25-29 ปี,ลูกจ้างเอกชน,รวม,13.82,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ภาคใต้,หญิง,25-29 ปี,การรวมกลุ่ม,หางานทำ,2.29,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ภาคใต้,ชาย,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,11.53,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,16.5,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,3.56,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,12.94,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างเอกชน,รวม,18.57,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ภาคใต้,ชาย,25-29 ปี,การรวมกลุ่ม,หางานทำ,3.51,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ภาคใต้,หญิง,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,15.06,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,12.59,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,2.06,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,10.53,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ภาคใต้,หญิง,25-29 ปี,ลูกจ้างเอกชน,รวม,15.03,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ภาคใต้,หญิง,25-29 ปี,การรวมกลุ่ม,หางานทำ,3.25,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ภาคใต้,ชาย,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,11.77,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,20.02,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,3.18,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,16.84,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างเอกชน,รวม,16.56,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ภาคใต้,ชาย,25-29 ปี,การรวมกลุ่ม,หางานทำ,3.54,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ภาคใต้,หญิง,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,13.01,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,20.61,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,3.17,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ภาคใต้,หญิง,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,17.44,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ภาคใต้,หญิง,25-29 ปี,ลูกจ้างเอกชน,รวม,31.74,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ภาคใต้,หญิง,25-29 ปี,การรวมกลุ่ม,หางานทำ,7.36,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ภาคใต้,ชาย,25-29 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,24.38,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ประกอบธุรกิจส่วนตัว,รวม,34.67,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,5.11,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ภาคใต้,ชาย,25-29 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,29.56,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างเอกชน,รวม,4.63,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,การรวมกลุ่ม,หางานทำ,1.31,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 1,ภาคใต้,หญิง,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,3.32,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,3.81,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,0.48,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,3.33,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างเอกชน,รวม,4.29,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,การรวมกลุ่ม,หางานทำ,0.15,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 3,ภาคใต้,ชาย,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,4.14,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,3.97,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,1.33,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,2.64,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างเอกชน,รวม,1.14,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,การรวมกลุ่ม,หางานทำ,0.71,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 1,ภาคใต้,หญิง,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,0.43,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,3.9,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,0.44,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,3.46,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างเอกชน,รวม,4.61,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,การรวมกลุ่ม,หางานทำ,0.86,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ภาคใต้,ชาย,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,3.75,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,5.73,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,0.53,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,5.19,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างเอกชน,รวม,7.58,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,การรวมกลุ่ม,หางานทำ,1.14,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 1,ภาคใต้,หญิง,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,6.44,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,2.65,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,0.35,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,2.3,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างเอกชน,รวม,3.53,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,การรวมกลุ่ม,หางานทำ,1.14,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 3,ภาคใต้,ชาย,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,2.39,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,5.07,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,1.75,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,3.32,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างเอกชน,รวม,2.31,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,การรวมกลุ่ม,หางานทำ,0.4,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ภาคใต้,หญิง,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,1.91,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,8.92,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,2.6,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,6.32,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างเอกชน,รวม,6.15,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,การรวมกลุ่ม,หางานทำ,1.27,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ภาคใต้,ชาย,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,4.88,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,8.56,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,1.96,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,6.6,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างเอกชน,รวม,6.03,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,การรวมกลุ่ม,หางานทำ,1.25,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ภาคใต้,หญิง,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,4.78,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,8.09,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,3.45,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,4.64,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างเอกชน,รวม,11.07,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,การรวมกลุ่ม,หางานทำ,1.21,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ภาคใต้,ชาย,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,9.86,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,9.85,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,2.1,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,7.75,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างเอกชน,รวม,8.58,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,การรวมกลุ่ม,หางานทำ,1.35,พันคน,สำนักงานสถิติแห่งชาติ
